Passenger ID,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
12292,Male,Loyal Customer,49,Business travel,Business,3675,4,4,4,4,4,4,3,5,5,5,5,3,5,1,0,0,satisfied
12293,Male,Loyal Customer,17,Personal Travel,Eco,687,4,4,4,2,5,4,5,5,3,5,5,4,4,5,0,0,neutral or dissatisfied
12294,Male,Loyal Customer,54,Business travel,Eco Plus,691,5,3,3,3,5,5,5,5,4,5,3,1,3,5,64,58,satisfied
12295,Male,Loyal Customer,24,Personal Travel,Eco,125,5,4,5,3,2,5,2,2,5,5,3,4,5,2,0,0,satisfied
12296,Female,disloyal Customer,50,Business travel,Eco,705,3,3,3,4,2,3,2,2,2,1,4,1,3,2,5,5,neutral or dissatisfied
12297,Male,Loyal Customer,21,Personal Travel,Eco Plus,767,1,3,1,1,1,1,1,1,4,2,1,1,2,1,5,,neutral or dissatisfied
12298,Male,Loyal Customer,43,Business travel,Business,2168,3,3,3,3,3,3,3,3,4,2,2,3,3,3,135,124,neutral or dissatisfied
12299,Male,Loyal Customer,50,Personal Travel,Eco,320,5,5,5,3,4,5,4,4,1,3,4,1,1,4,0,0,satisfied
12300,Male,Loyal Customer,14,Personal Travel,Eco,319,4,3,4,4,3,4,3,3,1,4,4,3,3,3,8,2,neutral or dissatisfied
12301,Female,Loyal Customer,60,Business travel,Business,1592,4,4,4,4,3,5,4,5,5,5,5,3,5,5,0,0,satisfied
12302,Female,disloyal Customer,57,Business travel,Business,248,4,4,4,3,2,4,2,2,3,2,5,3,5,2,0,0,satisfied
12303,Female,disloyal Customer,22,Business travel,Eco,1075,5,5,5,3,5,5,5,5,5,4,5,5,5,5,0,24,satisfied
12304,Male,Loyal Customer,36,Business travel,Eco,867,4,3,3,3,4,4,4,4,5,4,4,5,5,4,0,0,satisfied
12305,Male,Loyal Customer,32,Business travel,Business,2586,5,5,5,5,4,4,4,4,4,4,4,5,1,4,0,0,satisfied
12306,Female,Loyal Customer,51,Business travel,Business,2227,2,4,4,4,3,2,3,2,2,2,2,1,2,3,0,2,neutral or dissatisfied
12307,Female,Loyal Customer,49,Business travel,Business,1310,1,1,1,1,5,5,4,4,4,4,4,3,4,3,1,0,satisfied
12308,Male,Loyal Customer,59,Business travel,Business,645,2,2,2,2,3,4,5,4,4,4,4,3,4,3,68,56,satisfied
12309,Male,Loyal Customer,28,Business travel,Business,2901,3,4,4,4,3,3,3,3,4,5,2,4,1,3,24,35,neutral or dissatisfied
12310,Male,Loyal Customer,51,Business travel,Eco,507,2,3,3,3,3,2,3,3,1,4,4,3,3,3,9,8,neutral or dissatisfied
12311,Male,Loyal Customer,67,Business travel,Business,2359,2,2,2,2,2,5,4,4,4,4,4,4,4,3,0,0,satisfied
12312,Male,Loyal Customer,72,Business travel,Business,432,4,4,4,4,2,4,3,4,4,4,4,4,4,3,0,1,neutral or dissatisfied
12313,Male,disloyal Customer,27,Business travel,Business,201,0,0,0,3,2,0,2,2,5,4,4,3,4,2,0,7,satisfied
12314,Male,Loyal Customer,36,Business travel,Eco Plus,634,5,1,1,1,5,5,5,5,2,2,5,4,5,5,0,0,satisfied
12315,Female,Loyal Customer,51,Business travel,Business,2586,3,3,5,3,4,4,4,4,2,4,5,4,5,4,0,0,satisfied
12316,Male,Loyal Customer,41,Business travel,Business,2539,2,2,2,2,4,4,4,5,5,5,5,5,5,3,0,0,satisfied
12317,Male,Loyal Customer,58,Personal Travel,Eco Plus,717,1,4,1,3,2,1,3,2,3,5,5,3,5,2,5,0,neutral or dissatisfied
12318,Female,Loyal Customer,40,Business travel,Business,2917,2,4,4,4,2,2,3,2,2,2,2,3,2,2,0,0,neutral or dissatisfied
12319,Female,disloyal Customer,44,Business travel,Eco,2475,2,2,2,4,2,3,3,3,5,4,3,3,4,3,0,0,neutral or dissatisfied
12320,Female,Loyal Customer,23,Personal Travel,Eco,397,3,4,3,3,4,3,4,4,4,4,5,3,5,4,20,5,neutral or dissatisfied
12321,Female,Loyal Customer,48,Business travel,Business,3186,4,4,4,4,3,4,4,5,5,5,5,5,5,5,0,0,satisfied
12322,Female,Loyal Customer,7,Personal Travel,Eco,109,3,0,3,3,5,3,5,5,3,2,5,3,4,5,0,0,neutral or dissatisfied
12323,Male,Loyal Customer,56,Business travel,Business,328,3,3,3,3,2,5,4,5,5,5,5,5,5,3,0,0,satisfied
12324,Male,Loyal Customer,18,Business travel,Business,2684,5,5,5,5,5,5,5,5,4,3,1,4,5,5,0,0,satisfied
12325,Female,Loyal Customer,38,Personal Travel,Eco,507,1,1,2,4,2,2,2,2,1,4,3,4,3,2,0,0,neutral or dissatisfied
12326,Male,Loyal Customer,56,Business travel,Business,3995,4,4,4,4,3,4,5,4,4,5,4,5,4,3,0,0,satisfied
12327,Female,Loyal Customer,33,Personal Travel,Eco,1246,2,4,1,4,3,1,3,3,2,4,2,2,3,3,128,130,neutral or dissatisfied
12328,Male,Loyal Customer,49,Personal Travel,Eco,1012,2,4,1,2,4,1,4,4,4,3,3,1,4,4,0,0,neutral or dissatisfied
12329,Female,disloyal Customer,42,Business travel,Business,844,2,2,2,2,1,2,1,1,4,2,4,3,4,1,0,2,neutral or dissatisfied
12330,Female,Loyal Customer,54,Personal Travel,Eco,1123,3,4,3,5,2,5,4,3,3,3,3,4,3,4,0,0,neutral or dissatisfied
12331,Female,Loyal Customer,29,Business travel,Eco,1725,2,4,4,4,2,2,2,2,3,1,3,2,1,2,240,212,neutral or dissatisfied
12332,Male,Loyal Customer,40,Business travel,Business,3503,1,5,1,1,4,1,3,5,5,5,5,1,5,4,3,0,satisfied
12333,Male,Loyal Customer,38,Business travel,Business,3374,3,1,1,1,4,4,4,3,3,3,3,4,3,1,1,0,neutral or dissatisfied
12334,Male,Loyal Customer,14,Personal Travel,Business,1313,3,4,3,3,5,3,5,5,4,3,3,5,4,5,0,0,neutral or dissatisfied
12335,Male,Loyal Customer,60,Personal Travel,Eco,562,3,5,3,2,4,3,4,4,5,3,4,5,5,4,0,0,neutral or dissatisfied
12336,Female,Loyal Customer,48,Business travel,Business,991,4,4,4,4,3,4,5,5,5,5,5,5,5,5,0,0,satisfied
12337,Male,Loyal Customer,38,Business travel,Eco Plus,115,4,1,4,4,4,4,4,4,1,2,2,2,2,4,0,0,neutral or dissatisfied
12338,Female,disloyal Customer,38,Business travel,Eco Plus,996,4,4,4,4,5,4,4,5,5,5,4,1,2,5,0,0,neutral or dissatisfied
12339,Female,Loyal Customer,44,Business travel,Business,3917,3,2,2,2,1,4,4,3,3,3,3,1,3,4,0,0,neutral or dissatisfied
12340,Female,Loyal Customer,28,Business travel,Business,997,1,1,1,1,3,3,3,3,5,1,3,5,5,3,0,0,satisfied
12341,Male,Loyal Customer,61,Business travel,Business,338,1,4,4,4,3,4,4,1,1,1,1,2,1,2,0,0,neutral or dissatisfied
12342,Male,Loyal Customer,62,Personal Travel,Eco,954,2,5,2,1,3,2,3,3,5,3,5,4,4,3,0,24,neutral or dissatisfied
12343,Female,Loyal Customer,51,Business travel,Business,1325,2,2,3,2,3,4,5,5,5,5,5,4,5,4,0,0,satisfied
12344,Male,Loyal Customer,45,Business travel,Business,130,0,4,0,4,2,4,4,1,1,1,1,5,1,3,0,0,satisfied
12345,Female,Loyal Customer,58,Personal Travel,Eco,325,3,4,3,3,2,5,1,5,5,3,5,5,5,1,12,6,neutral or dissatisfied
12346,Female,Loyal Customer,42,Business travel,Business,835,3,3,3,3,4,5,5,5,5,5,5,5,5,5,0,0,satisfied
12347,Female,disloyal Customer,24,Business travel,Eco,591,5,4,5,5,5,4,5,5,3,2,5,4,4,5,0,0,satisfied
12348,Male,Loyal Customer,70,Personal Travel,Eco,997,4,2,3,4,2,3,2,2,3,5,3,2,3,2,0,0,neutral or dissatisfied
12349,Male,Loyal Customer,32,Business travel,Business,2266,2,5,2,2,5,5,5,5,1,5,1,1,1,5,4,30,satisfied
12350,Female,Loyal Customer,80,Business travel,Business,100,2,5,5,5,2,3,4,1,1,1,2,4,1,3,0,0,neutral or dissatisfied
12351,Male,Loyal Customer,34,Personal Travel,Eco,837,0,4,0,3,4,0,4,4,4,3,4,5,4,4,0,1,satisfied
12352,Male,Loyal Customer,52,Business travel,Business,436,1,1,1,1,4,4,5,4,4,4,4,4,4,5,17,9,satisfied
12353,Male,Loyal Customer,13,Business travel,Eco,1013,3,5,5,5,3,3,4,3,2,2,3,2,4,3,40,51,neutral or dissatisfied
12354,Female,Loyal Customer,27,Business travel,Business,2801,5,5,5,5,4,4,4,4,1,2,5,2,4,4,0,0,satisfied
12355,Male,disloyal Customer,36,Business travel,Eco,377,2,0,3,2,4,3,4,4,1,2,1,2,4,4,0,0,neutral or dissatisfied
12356,Female,Loyal Customer,52,Business travel,Business,1799,5,5,5,5,3,5,4,5,5,5,5,3,5,5,0,20,satisfied
12357,Female,Loyal Customer,47,Personal Travel,Eco Plus,101,1,4,1,4,5,5,4,3,3,1,3,4,3,5,0,4,neutral or dissatisfied
12358,Female,Loyal Customer,51,Personal Travel,Eco,236,2,3,2,3,1,3,4,1,1,2,1,2,1,4,0,0,neutral or dissatisfied
12359,Male,Loyal Customer,53,Business travel,Business,2141,5,5,5,5,5,4,5,5,5,5,5,5,5,5,0,5,satisfied
12360,Female,Loyal Customer,57,Business travel,Business,1699,5,5,5,5,4,4,5,4,4,4,4,3,4,4,0,0,satisfied
12361,Male,Loyal Customer,39,Business travel,Business,3424,5,1,5,5,4,5,3,5,5,5,4,5,5,2,0,0,satisfied
12362,Female,disloyal Customer,44,Business travel,Eco,824,1,1,1,4,1,1,1,1,3,5,3,3,3,1,52,110,neutral or dissatisfied
12363,Male,Loyal Customer,20,Personal Travel,Eco,2409,1,4,1,3,1,1,1,1,2,1,4,4,3,1,0,6,neutral or dissatisfied
12364,Female,Loyal Customer,7,Personal Travel,Eco,1362,4,4,4,3,4,4,4,4,4,3,3,4,4,4,5,17,neutral or dissatisfied
12365,Male,disloyal Customer,21,Business travel,Eco,271,5,5,5,3,2,5,1,2,4,2,4,5,4,2,0,0,satisfied
12366,Male,Loyal Customer,14,Personal Travel,Eco,589,1,2,1,4,4,1,1,4,4,3,3,4,3,4,73,69,neutral or dissatisfied
12367,Male,disloyal Customer,42,Business travel,Eco,854,2,2,2,1,2,2,2,2,5,5,4,1,1,2,0,0,neutral or dissatisfied
12368,Male,Loyal Customer,38,Business travel,Eco,912,5,4,4,4,5,5,5,5,2,4,1,2,5,5,29,34,satisfied
12369,Male,Loyal Customer,21,Personal Travel,Eco,280,2,3,2,3,1,2,1,1,3,2,3,4,3,1,0,0,neutral or dissatisfied
12370,Female,disloyal Customer,25,Business travel,Business,143,2,0,2,3,3,2,3,3,4,4,4,5,5,3,0,0,neutral or dissatisfied
12371,Female,Loyal Customer,15,Personal Travel,Eco,534,3,4,3,2,3,3,3,3,4,3,4,3,5,3,0,0,neutral or dissatisfied
12372,Female,Loyal Customer,59,Business travel,Business,794,5,3,3,3,5,3,2,5,5,4,5,3,5,3,0,5,neutral or dissatisfied
12373,Male,Loyal Customer,25,Business travel,Business,1801,2,3,3,3,2,2,2,2,4,5,4,1,3,2,0,0,neutral or dissatisfied
12374,Female,Loyal Customer,31,Business travel,Business,868,1,5,5,5,1,1,1,1,3,3,4,3,4,1,32,30,neutral or dissatisfied
12375,Female,disloyal Customer,30,Business travel,Eco,89,3,3,3,4,2,3,5,2,3,1,4,1,4,2,0,0,neutral or dissatisfied
12376,Female,Loyal Customer,42,Personal Travel,Eco,337,3,5,3,5,5,5,5,2,2,3,2,1,2,5,2,0,neutral or dissatisfied
12377,Male,Loyal Customer,43,Business travel,Eco,508,2,4,4,4,2,2,2,2,3,3,1,2,3,2,89,94,satisfied
12378,Male,Loyal Customer,51,Business travel,Business,2525,3,3,3,3,2,4,4,4,4,4,4,3,4,3,0,0,satisfied
12379,Female,disloyal Customer,23,Business travel,Eco,926,2,2,2,3,1,2,1,1,4,3,3,3,2,1,0,0,neutral or dissatisfied
12380,Female,disloyal Customer,45,Business travel,Eco,861,3,3,3,3,4,3,3,4,1,2,3,3,4,4,0,0,neutral or dissatisfied
12381,Female,Loyal Customer,62,Personal Travel,Eco,1476,1,5,1,4,2,3,5,1,1,1,1,3,1,5,0,47,neutral or dissatisfied
12382,Female,Loyal Customer,70,Personal Travel,Eco,862,2,4,2,2,3,5,4,2,2,2,2,4,2,4,0,0,neutral or dissatisfied
12383,Female,disloyal Customer,34,Business travel,Eco,668,2,1,2,3,3,2,3,3,1,4,4,3,4,3,0,0,neutral or dissatisfied
12384,Male,Loyal Customer,29,Business travel,Business,1899,1,4,1,4,1,1,1,1,2,2,3,3,3,1,1,0,neutral or dissatisfied
12385,Male,Loyal Customer,53,Business travel,Business,1741,4,4,4,4,2,4,4,4,4,4,4,4,4,4,0,0,satisfied
12386,Female,Loyal Customer,40,Personal Travel,Eco Plus,543,3,5,5,5,4,5,4,4,5,4,5,5,5,4,0,0,neutral or dissatisfied
12387,Female,Loyal Customer,39,Personal Travel,Eco,2586,4,2,4,3,4,3,3,4,5,3,4,3,2,3,15,0,neutral or dissatisfied
12388,Female,disloyal Customer,16,Business travel,Eco,925,3,3,3,1,3,3,5,3,1,2,2,1,5,3,0,0,neutral or dissatisfied
12389,Male,Loyal Customer,40,Business travel,Business,3513,3,3,3,3,1,2,2,4,4,4,4,5,4,4,8,12,satisfied
12390,Male,disloyal Customer,25,Business travel,Business,534,2,0,2,3,1,2,1,1,5,4,5,3,4,1,0,0,neutral or dissatisfied
12391,Male,Loyal Customer,32,Business travel,Business,2992,2,4,4,4,2,2,2,2,2,2,4,4,4,2,0,9,neutral or dissatisfied
12392,Male,disloyal Customer,62,Business travel,Eco,758,2,2,2,4,2,2,2,2,4,2,4,4,4,2,11,12,neutral or dissatisfied
12393,Male,Loyal Customer,42,Personal Travel,Eco,515,3,5,2,2,4,2,4,4,4,2,4,4,5,4,0,0,neutral or dissatisfied
12394,Female,Loyal Customer,12,Personal Travel,Eco,109,2,4,2,3,3,2,3,3,4,4,5,3,4,3,7,0,neutral or dissatisfied
12395,Male,disloyal Customer,27,Business travel,Business,1565,4,4,4,4,3,4,3,3,4,3,4,4,4,3,0,0,satisfied
12396,Male,Loyal Customer,43,Business travel,Business,3110,2,2,2,2,4,5,4,4,4,4,4,4,4,5,1,2,satisfied
12397,Female,Loyal Customer,40,Business travel,Business,432,3,3,3,3,2,5,4,4,4,4,4,4,4,3,1,0,satisfied
12398,Female,Loyal Customer,36,Business travel,Business,3165,2,4,1,1,2,3,3,2,2,2,2,3,2,3,13,10,neutral or dissatisfied
12399,Female,Loyal Customer,12,Personal Travel,Eco Plus,257,3,3,3,3,5,3,5,5,3,3,4,5,3,5,35,47,neutral or dissatisfied
12400,Female,Loyal Customer,59,Business travel,Business,3792,3,3,3,3,2,5,5,5,5,5,5,5,5,5,0,0,satisfied
12401,Female,Loyal Customer,29,Business travel,Business,2166,2,2,2,2,4,4,3,4,5,3,5,3,2,4,0,0,satisfied
12402,Male,Loyal Customer,12,Personal Travel,Eco,1203,3,5,3,5,3,3,3,3,4,1,3,3,3,3,0,0,neutral or dissatisfied
12403,Male,disloyal Customer,38,Business travel,Business,353,4,3,3,1,2,3,2,2,4,5,4,5,4,2,4,4,satisfied
12404,Male,Loyal Customer,48,Business travel,Eco,337,3,4,4,4,3,3,3,3,3,4,3,3,4,3,16,8,neutral or dissatisfied
12405,Female,Loyal Customer,70,Business travel,Business,2475,1,5,2,5,1,1,1,2,5,1,2,1,1,1,37,33,neutral or dissatisfied
12406,Male,disloyal Customer,40,Business travel,Eco,1410,3,3,3,2,5,3,5,5,3,3,4,4,4,5,1,0,neutral or dissatisfied
12407,Male,Loyal Customer,46,Personal Travel,Eco,407,4,2,4,3,1,4,1,1,3,1,4,1,3,1,38,39,neutral or dissatisfied
12408,Female,Loyal Customer,62,Business travel,Eco,224,5,4,4,4,2,5,1,5,5,5,5,3,5,5,0,5,satisfied
12409,Male,Loyal Customer,30,Business travel,Business,2463,5,5,5,5,4,4,4,4,4,5,1,1,2,4,0,0,satisfied
12410,Female,Loyal Customer,48,Business travel,Eco,944,4,5,5,5,2,5,5,4,4,4,4,2,4,5,0,0,satisfied
12411,Female,Loyal Customer,45,Business travel,Business,1531,1,1,1,1,5,5,5,5,5,5,5,3,5,5,3,0,satisfied
12412,Female,Loyal Customer,57,Business travel,Business,2419,2,2,2,2,2,4,5,4,4,4,4,3,4,3,112,77,satisfied
12413,Male,Loyal Customer,39,Business travel,Eco,900,1,5,4,4,1,1,1,1,1,1,4,2,3,1,43,19,neutral or dissatisfied
12414,Male,Loyal Customer,45,Business travel,Business,337,0,0,0,3,4,5,5,3,3,3,3,5,3,3,0,0,satisfied
12415,Female,Loyal Customer,46,Business travel,Business,2432,2,4,2,2,2,4,5,4,4,5,4,5,4,3,0,1,satisfied
12416,Male,Loyal Customer,45,Business travel,Business,2059,3,3,3,3,4,4,4,3,3,4,3,5,3,4,31,14,satisfied
12417,Male,Loyal Customer,61,Business travel,Eco,447,5,2,2,2,5,5,5,5,1,1,2,1,2,5,0,0,satisfied
12418,Female,Loyal Customer,40,Business travel,Eco,460,5,5,2,5,5,5,5,5,2,5,5,5,2,5,0,0,satisfied
12419,Male,Loyal Customer,37,Personal Travel,Eco,280,4,5,4,3,4,3,3,3,4,4,5,3,5,3,151,182,neutral or dissatisfied
12420,Female,Loyal Customer,52,Business travel,Business,551,4,4,4,4,4,4,5,5,5,5,5,4,5,5,22,19,satisfied
12421,Female,disloyal Customer,25,Business travel,Eco,214,3,1,4,2,3,4,3,3,2,3,2,2,3,3,0,0,neutral or dissatisfied
12422,Female,Loyal Customer,31,Personal Travel,Eco,356,2,5,2,3,4,2,4,4,5,5,3,2,2,4,0,0,neutral or dissatisfied
12423,Male,Loyal Customer,51,Business travel,Eco,397,2,4,4,4,2,2,2,2,2,5,3,1,3,2,0,0,neutral or dissatisfied
12424,Female,disloyal Customer,26,Business travel,Business,1431,1,5,1,2,4,1,4,4,3,3,5,3,4,4,0,0,neutral or dissatisfied
12425,Female,Loyal Customer,67,Personal Travel,Eco,1947,2,5,2,3,2,4,4,5,4,3,4,4,5,4,188,183,neutral or dissatisfied
12426,Male,Loyal Customer,42,Business travel,Business,2334,5,5,5,5,3,5,4,5,5,5,5,5,5,3,0,0,satisfied
12427,Male,disloyal Customer,25,Business travel,Eco,847,2,2,2,2,1,2,1,1,5,5,5,3,5,1,0,10,neutral or dissatisfied
12428,Female,Loyal Customer,36,Business travel,Business,3614,5,5,5,5,5,4,4,2,2,2,2,5,2,4,0,0,satisfied
12429,Male,Loyal Customer,55,Business travel,Business,1591,1,1,1,1,4,4,4,1,1,1,1,4,1,3,6,0,neutral or dissatisfied
12430,Female,Loyal Customer,43,Business travel,Eco,563,4,4,4,4,2,3,5,4,4,4,4,5,4,1,64,57,satisfied
12431,Female,Loyal Customer,43,Business travel,Business,447,4,4,4,4,4,4,5,5,5,5,5,4,5,3,9,0,satisfied
12432,Female,Loyal Customer,46,Business travel,Business,2022,3,3,3,3,4,5,5,5,5,5,5,3,5,3,0,0,satisfied
12433,Male,disloyal Customer,15,Business travel,Business,1180,0,0,0,4,5,0,5,5,5,2,5,3,4,5,11,0,satisfied
12434,Male,Loyal Customer,70,Personal Travel,Eco,590,2,4,2,5,5,2,5,5,5,2,4,3,4,5,0,0,neutral or dissatisfied
12435,Female,Loyal Customer,44,Business travel,Business,2531,2,2,2,2,2,4,5,4,4,4,4,4,4,4,0,0,satisfied
12436,Female,Loyal Customer,69,Personal Travel,Eco Plus,601,3,4,3,3,4,4,2,3,3,3,3,4,3,2,0,7,neutral or dissatisfied
12437,Female,Loyal Customer,36,Business travel,Eco,190,4,4,4,4,4,4,4,4,2,2,3,1,4,4,1,0,neutral or dissatisfied
12438,Female,Loyal Customer,52,Business travel,Eco,1747,1,5,5,5,3,2,3,1,1,1,1,2,1,4,0,0,neutral or dissatisfied
12439,Male,Loyal Customer,47,Business travel,Eco Plus,447,3,4,4,4,4,3,4,4,2,5,3,1,4,4,0,0,neutral or dissatisfied
12440,Male,Loyal Customer,21,Personal Travel,Eco,1431,2,4,1,3,2,1,1,2,3,5,1,5,5,2,6,17,neutral or dissatisfied
12441,Male,Loyal Customer,42,Business travel,Eco Plus,120,5,2,1,2,5,5,5,5,3,5,1,1,1,5,0,0,satisfied
12442,Male,Loyal Customer,34,Personal Travel,Eco,1041,3,4,3,4,3,3,3,3,5,5,5,4,4,3,0,0,neutral or dissatisfied
12443,Male,Loyal Customer,43,Business travel,Business,612,4,4,4,4,2,5,4,5,5,5,5,4,5,3,11,8,satisfied
12444,Female,Loyal Customer,31,Personal Travel,Eco,867,3,1,2,4,2,2,2,2,4,5,4,3,3,2,0,0,neutral or dissatisfied
12445,Male,disloyal Customer,36,Business travel,Business,226,4,4,4,1,3,4,5,3,4,2,3,1,3,3,0,0,neutral or dissatisfied
12446,Female,Loyal Customer,34,Personal Travel,Eco Plus,867,4,5,5,4,1,5,1,1,5,3,4,2,1,1,29,33,neutral or dissatisfied
12447,Male,Loyal Customer,55,Business travel,Business,2389,1,1,1,1,4,5,4,5,5,5,5,4,5,3,0,0,satisfied
12448,Male,Loyal Customer,68,Personal Travel,Eco,599,3,4,2,1,2,2,2,2,3,3,4,1,1,2,78,65,neutral or dissatisfied
12449,Female,disloyal Customer,40,Business travel,Business,319,3,3,3,4,3,3,3,3,4,2,4,2,3,3,1,1,neutral or dissatisfied
12450,Female,Loyal Customer,41,Business travel,Business,528,4,4,4,4,1,2,4,4,4,4,4,3,4,3,0,0,satisfied
12451,Male,Loyal Customer,41,Business travel,Business,649,3,3,3,3,2,4,4,3,3,3,3,3,3,3,0,0,satisfied
12452,Male,Loyal Customer,38,Business travel,Business,158,3,3,3,3,2,5,5,4,4,4,5,4,4,5,0,0,satisfied
12453,Male,disloyal Customer,44,Business travel,Business,1797,4,4,4,5,1,4,1,1,3,5,4,5,4,1,0,7,satisfied
12454,Male,Loyal Customer,64,Business travel,Business,216,0,5,0,4,2,4,4,5,5,5,5,3,5,3,0,0,satisfied
12455,Female,Loyal Customer,46,Business travel,Business,2337,3,3,2,3,3,5,4,4,4,4,4,5,4,3,0,0,satisfied
12456,Male,disloyal Customer,22,Business travel,Eco,395,4,5,4,2,5,4,5,5,5,5,1,2,3,5,21,29,neutral or dissatisfied
12457,Female,disloyal Customer,23,Business travel,Eco,967,5,5,5,4,5,5,5,5,4,5,4,5,5,5,0,13,satisfied
12458,Female,Loyal Customer,42,Business travel,Business,1617,3,3,3,3,3,4,4,4,4,4,4,4,4,4,63,60,satisfied
12459,Male,disloyal Customer,38,Business travel,Eco,826,1,1,1,3,1,1,1,1,1,4,2,4,5,1,0,0,neutral or dissatisfied
12460,Female,disloyal Customer,38,Business travel,Business,371,2,2,2,1,4,2,4,4,5,2,4,4,5,4,4,0,neutral or dissatisfied
12461,Female,Loyal Customer,54,Personal Travel,Eco Plus,888,2,5,2,3,3,4,5,5,5,2,5,3,5,5,0,0,neutral or dissatisfied
12462,Female,disloyal Customer,27,Business travel,Business,1035,4,4,4,3,4,4,4,4,3,3,4,5,4,4,0,18,satisfied
12463,Female,Loyal Customer,17,Business travel,Business,1276,4,4,4,4,4,4,4,4,5,3,5,3,4,4,0,0,satisfied
12464,Female,Loyal Customer,32,Business travel,Eco,236,2,4,4,4,2,2,2,2,1,1,4,1,3,2,0,14,neutral or dissatisfied
12465,Male,Loyal Customer,45,Business travel,Business,480,1,1,1,1,3,4,5,4,4,4,4,4,4,4,71,54,satisfied
12466,Male,disloyal Customer,37,Business travel,Business,362,4,4,4,3,3,4,3,3,4,5,4,1,3,3,0,0,neutral or dissatisfied
12467,Female,Loyal Customer,24,Business travel,Eco,951,3,2,2,2,3,3,1,3,4,3,1,4,1,3,24,9,neutral or dissatisfied
12468,Male,Loyal Customer,66,Personal Travel,Eco,442,4,4,4,3,5,4,5,5,2,4,3,2,3,5,0,0,neutral or dissatisfied
12469,Female,Loyal Customer,44,Business travel,Business,486,5,5,5,5,1,2,1,4,4,5,4,1,4,3,50,37,satisfied
12470,Female,Loyal Customer,44,Personal Travel,Eco,1379,3,3,3,5,5,5,3,4,4,3,4,1,4,5,30,27,neutral or dissatisfied
12471,Male,Loyal Customer,36,Business travel,Business,842,1,1,1,1,4,5,4,4,4,4,4,3,4,3,21,15,satisfied
12472,Female,Loyal Customer,46,Personal Travel,Eco,1620,2,4,2,3,5,5,4,3,3,2,3,5,3,5,0,0,neutral or dissatisfied
12473,Male,disloyal Customer,18,Business travel,Business,551,4,0,3,2,3,3,3,5,5,5,5,3,3,3,191,189,satisfied
12474,Female,Loyal Customer,21,Business travel,Business,403,3,1,1,1,3,3,3,3,3,2,4,3,3,3,0,36,neutral or dissatisfied
12475,Female,Loyal Customer,40,Business travel,Business,2688,4,4,4,4,2,5,4,4,4,4,4,5,4,3,0,0,satisfied
12476,Female,disloyal Customer,31,Business travel,Eco,990,2,2,2,4,5,2,5,5,3,1,4,1,4,5,0,0,neutral or dissatisfied
12477,Male,Loyal Customer,68,Personal Travel,Eco,362,2,4,2,3,1,2,1,1,3,4,5,3,4,1,24,30,neutral or dissatisfied
12478,Female,Loyal Customer,45,Business travel,Business,1775,4,3,4,4,3,5,4,4,4,4,4,5,4,4,22,18,satisfied
12479,Male,Loyal Customer,49,Business travel,Business,407,4,4,4,4,5,5,4,4,4,4,4,3,4,3,16,5,satisfied
12480,Female,disloyal Customer,26,Business travel,Eco,319,3,2,3,4,1,3,1,1,3,3,3,1,3,1,0,0,neutral or dissatisfied
12481,Female,Loyal Customer,11,Personal Travel,Eco,333,2,3,2,2,1,2,1,1,1,5,5,4,4,1,0,0,neutral or dissatisfied
12482,Female,Loyal Customer,53,Business travel,Business,228,5,5,5,5,2,4,5,4,4,4,4,4,4,3,0,0,satisfied
12483,Female,Loyal Customer,9,Personal Travel,Eco,456,3,2,3,4,4,3,1,4,1,3,3,1,3,4,0,0,neutral or dissatisfied
12484,Male,Loyal Customer,55,Business travel,Business,361,5,5,5,5,5,5,4,4,4,4,4,5,4,5,0,3,satisfied
12485,Female,Loyal Customer,37,Business travel,Business,2080,2,2,2,2,2,4,4,4,4,4,4,5,4,5,0,0,satisfied
12486,Male,Loyal Customer,34,Business travel,Eco Plus,436,3,4,4,4,3,2,3,3,3,1,3,1,4,3,0,0,neutral or dissatisfied
12487,Female,disloyal Customer,25,Business travel,Business,628,2,0,2,4,2,2,2,2,3,3,5,5,5,2,20,0,neutral or dissatisfied
12488,Male,Loyal Customer,49,Business travel,Business,2484,3,3,5,3,3,5,5,5,5,5,5,4,5,3,0,0,satisfied
12489,Male,Loyal Customer,39,Personal Travel,Eco,191,2,5,2,2,4,2,4,4,5,4,5,5,5,4,0,0,neutral or dissatisfied
12490,Female,Loyal Customer,36,Business travel,Eco,273,5,2,2,2,5,4,5,5,3,1,3,1,3,5,0,0,neutral or dissatisfied
12491,Female,Loyal Customer,49,Business travel,Business,1598,5,5,4,5,5,5,4,3,3,3,3,4,3,3,15,5,satisfied
12492,Female,Loyal Customer,38,Business travel,Eco Plus,789,5,5,5,5,5,5,5,5,4,3,3,3,5,5,15,6,satisfied
12493,Female,disloyal Customer,23,Business travel,Eco,281,2,0,2,5,5,2,5,5,4,2,5,5,3,5,0,0,neutral or dissatisfied
12494,Female,Loyal Customer,41,Business travel,Business,2351,2,2,2,2,2,5,4,3,3,3,3,3,3,3,0,4,satisfied
